TI,DE,ID,AB,PY
New navigation system in ports analysis,navigation systems; GPS transponders; ship's position; port infrastructur,,"New navigational systems in ports mainly used portable self powered GPS transponders, radio transmission and computers. A special software in the computer shows the pilot the current position, heading and speed of the ship. Furthermore, in computer is designed for receiving environmental data [1]. The GPS transponder transmits its data to the pilot computer unit and this data can in normal conditions be seen in few miles away. This could be a dedicated shore mounting station equipped with a UHF radio receivers [1, 2]. Analysis of navigational systems can assist select main advantages and disadvantages of the different systems and finally assist for the Authorities to choose best one for the concrete tasks.",2004
Network resource management: From H.323 to SIP,,,"IP Telephony has become a hot topic in the last few years. There are currently 2 major protocols for signaling IP telephony, namely SIP and H.323. The first version of H.323 has been published in 1996, whereas SIP is much younger. Since it is probable that both signalization protocols will coexist for a certain time, there is a need to port existing H.323 systems into a SIP environment. We propose in this paper a solution for porting a Quality of Service Architecture, namely the Resource Management Architecture, from H.323 to SIP. As an introduction, we provide a short overview of both protocols H.323 and SIP focusing on the call setup procedure and the capability exchange process. We then propose a solution for this concrete problem as well as technical possibility for implementing the porting of the architecture from H.323 to SIP.",2004
Trajectory tracking control of port-controlled Hamiltonian systems via generalized canonical transformations,nonlinear control; physical models; tracking systems,PASSIVITY-BASED CONTROL; CONTROLLED LAGRANGIANS; STABILIZATION,"This paper addresses trajectory tracking control of port-controlled Hamiltonian systems via generalized canonical transformations and passivity-based control. The main strategy adopted in this paper is to construct an error system, which describes the dynamics of the tracking error, by a passive port-controlled Hamiltonian system. After obtaining the error system, tracking control of the original system can be achieved by stabilizing the error system via passivity-based approach. First, a fundamental framework is provided for constructing the error system via generalized canonical transformations. Then a concrete design procedure is derived for a class of electro-mechanical systems. Furthermore, the proposed method is applied to a magnetic levitation system and laboratory experiments demonstrate its effectiveness. (C) 2003 Elsevier Ltd. All rights reserved.",2003
Measurement of radiation skyshine with D-T neutron source,skyshine; D-T neutron; FNS; MCNP-4B,NUCLEAR-FACILITIES,The D-T neutron skyshine experiments have been carried out at the Fusion Neutronics Source (FNS) of JAERI with the neutron yield of similar to 1.7 x 10(11) n/s. The concrete thickness of the roof and the wall of a FNS target room are 1.15 and 2 in. respectively. The FNS skyshine port with a size of 0.9 x 0.9 m(2) was open during the experimental period. The radiation dose rate outside the target room was measured a maximum distance of 550 in from the D-T target point with a spherical rem-counter. Secondary gamma-rays were measured with high purity Ge detectors and NaI scintillation counters. The highest neutron dose was about 9 x 10(-22) Sv/(source neutron) at a distance of 30 in from the D-T target point and the dose rate was attenuated to 4 x 10(-24) Sv/(source neutron) at a distance of 550 in. The measured neutron dose distribution was analyzed with Monte Carlo code MCNP-4B and a simple line source model. The MCNP calculation overestimates the neutron dose in the distance range larger than 230 m. The line source model agrees well with the experimental results within the distance of 350 m. (C) 2003 Elsevier Science B.V. All rights reserved.,2003
Structure of the artificial hard substrate assemblages in ports in Thermaikos Gulf (North Aegean Sea),hard substrate; ports; pollution; Polychaeta; trophic relations,COMMUNITIES; POLLUTION; COAST; FRANCE,"The present study describes the hard substrate assemblages established on the concrete blocks of three ports placed in gradually longer distances from the main source of pollution in Thermaikos Gulf. The samplings were performed on a seasonal basis for a 2-year period. The data analysis indicates a clear separation of the assemblages from each port. Evenness and Shannon-Weaver diversity indices were calculated and their values were found to be quite high. This fact, combined with the seasonal pattern that these assemblages hold, reveals stability and a good adaptation of their faunistic components to local environmental conditions. A change due to the construction of a new block functioning as a surge barrier was detectable at the station of N. Michaniona. Once again, biomonitoring proves to be essential in order to obtain useful information about the water conditions. Emphasis was laid on the taxa of Polychaeta by analyzing their numerical abundance and their feeding guilds separately. The results were very similar, a fact that supports the opinion that a specific taxonomic group can be used for the description and the monitoring in many different cases. (C) 2003 Editions scientifiques et medicales Elsevier SAS and Ifremer/CNRS/IRD. All rights reserved.",2003
Smulation of a container transport system between port and inland terminal depots,container terminal; inter-modal transport; traffic control; line management system; host computer; shuttle; real-time simulation; rail; swap area,,"This document describes the development of a simulation of an automated container transport system that connects a harbour terminal and an inland depot with dedicated railways. The simulation has been developed as part of the European project ASAPPOne (Intelligent Shuttle Fleet Connecting Split Sea And Inland Container Storage Areas), of which IKERLAN is a partner. The aim of the ASAPPOne project is the automation of container transport tasks between container terminals (front/end areas). It consists of a fleet of shuttles, which run in convoy mode on train rail tracks along the connecting path and autonomously on a flat surface of coated concrete in the front/end areas. A Traffic Control System (TCS) receives container transport commands from a Host Computer and calculates the route for each shuttle inside the terminal. Along the railway. a Line Management System (LMS) calculates the route for each convoy of shuttles. In order to test and refine the Traffic Controller and the Line Management System, a simulation of all the elements that interact with it (cranes, shuttles, crossing controllers, swap areas, Host Computer) has been designed and developed.",2003
A new efficient equivalent circuit extraction method for multi-port high speed package using multi-input multi-output transmission matrix and polynomial curve fitting,,,"Modem high-speed integrated circuits for multi-gigabit applications require high-density packages with several hundred I/O pins, which also require a wideband circuit mode of package. Since a wideband model of a multi-port network is generally calculated by a full-wave field solver and given in the form of a scattering parameter, a SPICE-compatible circuit model must be extracted from a scattering matrix. We present the concrete maxtrix formulation for tranforming scattering parameter to transmission matrix for a 2N-port network. This transformation results in a new efficient equivalent circuit extraction method, which conveniently incorporates accurate electromagnetic models of an interconnecting structure including electronic package into a circuit simulator. By using this new extraction method, we can easily determine the valid bandwidth of an equivalent circuit model.",2003
"Full scale load tests of Canada Place Pier, Vancouver",cracks; cruise terminal; load tests; piles; repair; settlement; structural,,"The pier supporting Canada Place Cruise Terminal in Vancouver, British Columbia was constructed in the 1920s. Repairs and upgrading of the reinforced concrete structure were completed in the early 1980s for the 1986 World Expo, to provide hotel and convention centre facilities and a terminal for cruise ships. Since 2000, the Port of Vancouver has undertaken major renovations and expansion to increase the capacity of the facility and meet demands of the expanding cruise ship market. The extension to the existing pier added a third berth and provided additional passenger handling facilities. The expansion required the aprons of the original deck to carry wheel and outrigger pad loads in excess of load ratings previously in use. In the absence of detailed drawings, design data and material specifications to allow assessment of the load carrying capacity of the original structure, full scale structural load tests were performed in accordance with Canadian Standards Association CAN/CSA-A23.3 procedures. All thirteen tests were successful, confirming adequacy of the structure to carry the new loads. This paper presents the structural parameters, methodology and results of the test load programme.",2003
North Breakwater in Otaru Port,,,"North Breakwater in Otaru Port is Japan's first full-fledged concrete block breakwater faced to outer sea and has total extension length 1,289 in. Investigation, planning, designing and construction of this breakwater were carried out under the initiative of Dr. Isami Hiroi. This breakwater was put into construction in 1897 and completed in 1908. North Breakwater constructed in Otaru Port by Dr. Hiroi's far-reaching perspective seeing of the future sufficiently fulfills its functions also nowadays after its completion about 100 years ago.",2003
Pile foundation construction for North Port Berths 12 & 13 at Port Klang,,,"The reconstruction of Berths 12 and 13 at Port Klang, Malaysia into multi-purpose container berths is a major upgrading exercise. The reconstruction of these wharves involves the systematic demolition of the existing wharf structure. This is then followed by installation of new piles and a new reinforced concrete deck slab. The soft sediments accumulated beneath the existing wharves render significant geotechnical risks with regards to the stability of the sediment mound and its effect on the structure and the adjacent berths. Early studies indicated that the sensitivity of the soft sediments would become predominant factors when considering pile installation works within the sediment mound. This paper describes the geotechnical risks attached to the project and the steps taken to mitigate these risks during the construction of the foundations for the new structures.",2003
The multiple use of sprinkler systems in the Betuweroute tunnels from a civil engineering perspective,,,"The Dutch ""Safety Concept Railroad Tunnels exclusively for Freight Transport"" published in 1997 sets requirements for all safety issues for the tunnels on the Betuweroute, the new railroad from the port of Rotterdam to the German border. Preventing and battling an accident with a LPG tanker wagon with a fire load of 300 MW followed by an explosion is one of prescribed design goals of the tunnel protection systems. In the preliminary design the tunnel was to be protected by fire resistant cladding, thus meeting the requirements for the road traffic tunnels of the Ministry of Transport. The only way to fulfill the Safety Concept was to install a deluge sprinkler system over the full length of the Bctuweroute tunnels. This paper describes the possibilities offered by the sprinkler system for canceling the fire-resistant cladding. By using the back throw of the sprinkler it is possible to prevent concrete damage in the sprinkler sections. By using the extra sprinklers sections next to the fire section the air temperature can be cooled down to a level where no spalling or damage will occur.",2003
"Discourse, agency and the question of evil",,,"This paper addresses the question of evil from an ethical and discourse-analytical perspective, taking Joan Copjec's commentary on Kant's notion of,radical evil' and its relation to human freedom as its point of departure. Specifically, Copjec's argument, that for Kant (and, one may add, for Lacan) the subject is always 'in excess of itself, provides an important foil for, or corrective to what may seem to be the upshot of Foucault's notion of discourse (its heuristic value notwithstanding). The latter entails that, insofar as the subject is ineluctably discursively constructed, its actions could be understood as being 'determined' by the discursive structure of (its) subjectivity. That is, the subject as agent may seem to lack volitional freedom in the sense that it is merely an instrument of a certain discourse by which it is 'spoken'. However, Kant's idea of 'radical evil', it is further argued, presupposes that the subject is free, in other words, that it always exceeds itself. In Foucault's terms, this would mean that the subject of discourse is able to adopt a counter-discursive position - something Foucault sometimes seems to make room for. What Kant calls 'radical evil' may be understood as something that occurs in the world through human agency, in the face of the possibility of an alternative course of action; that is, it is chosen - even if we only know this in retrospect through the phenomenon of guilt. If, in contrast, it is understood as being 'diabolical' in the sense of being unavoidably and irresistibly part and parcel of human 'nature', no one could condemn it in moral terms. This line of thinking is fleshed out, or given concrete significance by means of a discourse-analysis of documents pertaining to the so-called 'ripper-rapist' (criminal) case in Port Elizabeth, South Africa, in the mid-1990s.",2003
Hydrodynamic forces on concrete sea wall and breakwater during earthquakes: effects of bottom sediment layers and back-fill soil,hydrodynamic pressures; coastal structure; porous medium; sediment; seismic effect; earthquakes,DAM; PRESSURE; WATER; BED,"The objective of this paper is to present the effect of sediment characteristics on the dynamic response of sea walls and breakwaters during earthquakes. A finite-difference method is used to calculate the earthquake-induced hydrodynamic pressures of seawater and the pore water in seabed sediment. The water-filled soil mixture is used to model sediment and back-fill soil. The dynamic response of a rigid coastal structure induced by constant ground acceleration is studied, using variable sediment depths and porosity. The dynamic characteristics of the water-embankment-sediment system are investigated, applying four earthquake-re cords as exciting forces. The result of a quay-walled caisson demonstrates the significance of the seismic-induced dynamic force and the seismic effects should be considered for the design of coastal structures in seismic zone. The damaged wharves of Taichung Port during Chi-Chi earthquake, 21 September 1999 is also reported in the paper. (C) 2002 Elsevier Science Ltd. All rights reserved.",2002
"Design and construction of the Texaco Wharf Maritime Port Facility, Puerto Cortes, Honduras",,,"The Texaco Wharf Maritime Port Facility is a major marine docking structure located off the northern coast of Honduras that has replaced a 1940s-era steel frame docking structure and access bridge. The structure comprises precast concrete piling and superstructure components that combine precast and cast-in-place concrete. The construction methodology almost completely eliminated the need for on-site formwork and proved to be very successful in producing a high quality docking project in a short time frame. This article presents the design parameters, construction challenges, and erection highlights of the project.",2002
Method for calculating the transmission loss of a radio-wave-shielding wall,radio wave; concrete; electromagnetic shielding; wireless LAN; EMI,,"Radio-wave-shielding walls and floors made entirely of high-dielectric-loss material are being developed. It is necessary to determine the theoretical shielding characteristics of a shielding wall that requires a certain thickness. However it has previously been impossible to easily analyze walls composed of several layers and reinforcing meshes by an impedance method. Using equivalent distributed constant circuits and equivalent two-port networks, we have analyzed the characteristics of a radio-wave-shielding wall having an arbitrary number of material layers to an arbitrary polarization and radio frequency wave. As a result, we have derived expressions for theoretically calculating radio wave transmission loss of a wall. This paper describes the analytical method and a calculation example of a shielding wall developed by our company.",2002
"The development of a breakwater design at Caleta la Mision Port, Argentina",,,"The new generation of Concrete Armouring Units, CORE-LOC(TM), as a single layer armour has been in use for less than a decade with only a handful of breakwaters built. CORE-LOCs have been subjected by researchers and designers to stability tests. There are however still many possibilities for the use of CORE-LOCs in design to be covered and verified by physical modelling. This work deals with design of the Caleta La Mision Breakwater, Argentina, and presents the conclusions from the design process supported by extensive physical model testing in both wave flume and basin for verification and optimisation. CORE-LOC units have been employed in armouring the breakwater in many different arrangements and combinations. The breakwater is very exposed with a design wave of, Hs = 7.5 m, situated on a reef at level 0.0 m and slightly above. The site has about 9.0 m tidal range, so the breakwater toe is dry at low tide. The paper deals with the design of the front face, special toe hold blocks, overtopping and rear side stability as well as special roundhead features. On the reclamation behind the structure special trench for drainage of overtopping water was introduced as special structural element.",2002
Mobile code in .NET: A porting experience,,,"Mobile code systems typically rely on the Java language, since it provides many of, the necessary building blocks. Nevertheless, Microsoft recently released the NET platform, which includes at its core a virtual machine supporting multi-language programming, and a new language called C#. The competition between NET and Java is evident, and so are the analogies between these two technologies. From the point of view of code mobility, a natural question to ask is then whether NET supports mobile code, and how the mechanisms provided compare with those available in Java This paper aims at providing a preliminary set of answers to this simple question. The work we report about was not driven by the goal of providing a thorough comparison. Instead, it was driven by the practical need to port an existing toolkit for code mobility written in Java, muCODE, to the. NET environment. This approach forced us to verify our mobile code design on a concrete example, rather than bust think about the problem in abstract. The resulting software artifact constitutes, to the best of our knowledge, the first implementation of a mobile code system written for NET. In the paper, we provide an overview of the NET mechanisms supporting mobile code, show how they are exploited in our port, and discuss similarities and differences with the Java platform.",2002
Perceptions of new and established waterfront materials: US port authorities and engineering consulting firms,decking; fendering; perceptions; product/market development; end-users; specifiers; composites,ADOPTION; WOOD; INDUSTRY; COMPOSITES; TECHNOLOGY; PRODUCTS; MARKETS,"A demand exists for strong, cost-effective, durable, and environmentally benign building materials for weather-exposed infrastructure applications. In particular, port authority officials and engineers are seeking waterfront materials with a combination of ""ideal"" attributes that may not be currently available in the marketplace. Materials science advancements related to composite technologies arc ongoing, and composite product lines for waterfront applications are expanding. This paper examines the perceptions of U.S. port authorities and engineering consulting firms regarding new and established water-front materials in decking and fendering system applications. The findings from a nationwide survey indicate that the most important decking material attribute for U.S. port authorities and engineering consultants was reliable strength, followed by resistance to impact, resistance to decay, and low life cycle cost. The most important fendering material attribute for these two respondent groups was resistance to impact followed by high energy absorption, reliable strength, and structural design flexibility. The least important attribute for both decking and fendering was use of recycled materials. Material performance comparisons generally indicated a strong preference for concrete decking and steel fendering; composites were perceived as intermediate for both applications. In terms of cost, wood was perceived as the best; composites were perceived as the worst. Knowledge ratings of composite products and the receptivity to new technologies indicated that responding engineering consultants perceived themselves to be both more knowledgeable about composite materials and more progressive in the adoption of new technologies as compared to this study's port authority respondents.",2002
Repair of a chemical industry jetty in Aqaba - Jordan,,CONCRETE; CORROSION; CRACKING; STEEL,"The paper presents the results of a two-year work on the inspection, testing and repair of a jetty in the port of Aqaba in Jordan. The jetty was found in a moderately to severely deteriorated state seventeen years after construction. Chloride attack in the splash zone and chemical attack in the deck were diagnosed. Petrographic analysis of concrete in the deck revealed signs of sulfate attack. This was correlated with the chemicals handed on the berth. A comprehensive repair plan was devised and executed with the use of PC blended with GGBS together with pore blockers in the splash zone. The stage was set to monitor the repair works including a location where a variation on the pore blocker in the form of calcium nitrite was introduced.",2001
Estimating remaining life of airfieId pavements,,,"Currently, there is no universally accepted procedure or approach to performing remaining life analyses for airfield pavements. However, there are several methods that have been employed to estimate the remaining life of airfield pavements, each with advantages and limitations. Ail-port managers and engineers understand the importance and significance of this concept, and are increasingly interested in seeing reported some measure of remaining life as a part of pavement management and evaluation projects. This paper describes in detail several different approaches that are used to estimate the remaining life of airfield pavements (both bituminous- and concrete-surfaced). These include a design-based or traffic-based approach, a PCI approach, and a mechanistic-empirical analysis approach. The advantages and disadvantages of each approach are discussed. Although it is acknowledged that estimating remaining life is not an exact science, and that the chances of obtaining the same result from different approaches is slight, the information obtained from such analyses is extremely useful as part of an overall evaluation of an airport's pavements, as well as in planning and programming pavement rehabilitation activities.",2001
Design of Route 895 bridge over James River in Virginia,,,"The Route 895 bridge over the James River in Virginia will be a 1453-m (4,766-ft) long design-build river crossing directly downstream from the Port of Richmond. The highway will have two three-lane roadways in either direction at the James River crossing. East and west approach spans consist of two precast segmental concrete box girders connected by a longitudinal cast-in-place construction joint supported by single circular column piers with hammerhead pier caps. The east approach span segments are erected in cantilever from the piers using ground-based cranes, whereas the west approach is erected using overhead methods because of access limitations beneath the bridge. The main span superstructure will be a two-celled cast-in-place segmental box girder supported by twin-walled piers at the river crossing and single-walled piers at all other locations. The eastbound river crossing span arrangement is 115, 205, and 124 in (377, 672, and 406 ft), and the westbound river crossing spans are 75, 129, 205, and 118 in (246, 423, 672, and 388 ft). Because this was a design-build project, coordination within the design team was a key factor in the project's success.",2001
The seismic modeling of sheet pile bulkheads for waterfront applications,,,"FLAC was used to design sheet pile bulkhead waterfront structures for the Carmel Port expansion project in Haifa, Israel. The authors estimated the seismic performance of the sheet pile bulkheads and performed sensitivity analyses of geometry, soil properties, and structural properties using FLAC. The bulkhead consists of a sheet pile wall retaining 18.7 m of fill, and tied back to a continuous sheet pile anchor. Cast-in-place concrete piles support the container crane rails and are tied together with a concrete strut. The site is in a region of moderate seismicity with potentially liquefiable sands existing at the site. Therefore, a custom constitutive model was used to model seismically generated pore pressures. This paper presents the modeling details, including soil and structural properties; model specifics; the summary of a seismic validation; the results of the analyses; and a discussion on the lessons learned from using FLAC for such an application.",2001
Harbor works perfomance to underestimated wave heights and the size of modern ships,inspection and maintenance of harbor works; underestimated wave height; deformation of the armor; undermining of the seawall's foundation; underwater investigation,,"Inspection and maintenance of harbor works are essential in order to reassure port's operation, most significant for any island. The port of Heraklion city located at northern Crete Island, South Aegean Sea, Greece, is one of the greatest harbors of Greece, servicing much of the island's sea transportation. It has been formed in stages during the 20th century by a breakwater, partly armored with tetrapodes experiencing extreme waves of about 6.00 in. high, not complying with the design wave of 5.00 m. high. Ground survey as well as underwater inspection using a Remote Operated Vehicle prove damages of tetrapodes and sections' deformation of the armor. Since Heraklion harbor nowadays has to service bigger ships than ever before, there were severe indications that undermining of the seawalls foundation was going on Thus, the port authorities' engineers decided to have under-water investigation of the seawall between Dock I and Dock 11, where a sewage pipe was flown. Even though the sea was very dirty, with the help of the spotlights of the Remote Operated Vechicle (R.O.V.) system, the image transmitted from the camera was clear enough and very helpful to investigate the situation. The seawall foundation was found to be extensively eroded to the point that some column of concrete blocks just stood in place because of the friction between them. The underwater inspection was proved to be most helpful to the authorities' engineers since they can guide the surveillance in real time as they were diving themselves, recording everything for later investigation. The performance of the armor's tetrapodes seems to be very much alike stones under the same situation.",2001
"California's interstate-710 rehabilitation: Mix and structural section designs, construction specifications",full depth AC; rehabilitation; AC overlay; longer life pavements; structural design,,"In California, as elsewhere in the United States and overseas, the necessity to design and construct asphalt pavement structures which exhibit service lives greater than the approximately 20 years, for which many pavements have been designed in the past, are major objectives of organizations both public and private. This paper presents the results of both mix and structural designs for a full-depth asphalt concrete (AC) replacement structure and an AC overlay on a cracked and seated portland cement concrete (PCC) pavement. These designs have been developed for a major facility in the Los Angeles area, the Interstate-710 freeway from the Port of Long Beach, California, inland to the cast. For the fall-depth AC replacement structures, required in order to increase clearances between the freeway and the overcrossings, both mix and structural design methodology are described. Thickness for the asphalt concrete structure on the cracked and seated PCC pavement is based on the consideration of the influence of reflection cracking. Successful performance of the longer-life pavements requires strict attention to pavement construction. Discussion is directed to some changes to the current State of California Department of Transportation (Caltrans) specifications and construction practice to achieve this improved performance. The resulting designs represent the partnered effort between Caltrans, the Asphalt Industry in California, and the University of California, Berkeley, through the Longer Life Asphalt Pavement Task Group of the Pavement Design and Rehabilitation Committee (PDRC) of Caltrans.",2001
Precast concrete canopy offers innovative design and fast track construction,,,"The canopy for the Port of Miami Terminals 3, 4, and 5 in Miami, Florida, provides shelter for embarking and disembarking cruise ship passengers as they transfer to buses, taxis and cars. Precast/prestressed concrete proved to be the fastest and least expensive solution to an innovative architectural and structural design. By creatively combining and connecting the precast components together, the elegant lines and soaring architectural motif intended by the architect was achieved on the fast track construction schedule demanded by the owner. This article presents the architectural features, structural design considerations and construction highlights of the project.",2001
The quay construction with concrete caisson in Belde container port in Turkey,caisson; port; quay construction; transverse stability; stability of caisson,,"Belde port area is situated on the northeastern coast of the Marmara Sea, approximately 45 km east of Istanbul-Turkey. Belde port site is near to the industrial area around the Gebze in the district of Dilovasi, which is a town of Izmit. The Marmara Sea is almost completely enclosed, opening only to the Black Sea through the Bosphorus and to the Agean Sea through the Dardanelles. The Belde port overall of the site is approximately 53 hectares (ha) including land reclaimed from the sea. There are a number of existing relatively small jetties along the coastline adjacent to Belde. All of these jetties are unprotected and berthing for relatively small vessels. Design waves at Belde have been calculated from the wind record since there is no direct record of the wave climate at the port area. The calculation, which is the method given in the United States Corps of the Engineers, Shore Protection Manual, uses the open sea fetch and the hourly wind speed to predict the wave height and period. The quay structure will be constructed with concrete caisson in Belde container port. Casting and transporting of concrete caisson to the site and strength and bearing capacity of foundation soil have been discussed. In this paper, transverse stability, factor of safety for sliding and overturning, pressure under the foundation has been investigated. Briefly, the overall stability of the caissons has been studied as a part of the global slope stability analysis.",2001
Expert diagnostic system for harbor structures,,,"The hydraulic engineering department of FESTU since 1976 have executed a large amount of works on inspection of harbor structures in Vladivostok, Nakhodka, port Vostochny etc. (over 100 structures). The analysis of physical wear of moorings show, that the constant observations of its physical state and significant investments into renovation are necessary. The several developed blocks of expert diagnostic system on base of GIS, including it concept and algorithm are presented. The following items are discussed: formation ob database of normative documents in design, construction and exploitation of structures of Russia and foreign countries; development of new repair techniques decreasing the investments into repair works with quality improvement; development of processing technique of field data (including videos) allow to compare the data of the previous inspections of structures; expert diagnostic system for determination of common factor of wear of harbor structure using field inspection database; preparation of computer forms allowing to speed up the field data processing and statistical treatment, decreasing the cost of expensive diving works; effective management of port administrators on repairs, alterations and future inspections; formation of the attributive databank on current state of marine structures of Primorye ports that allows to carry out monitoring, strategic and flowing planning; development and renewal of the normative documentation on designing, construction, operation and repair of marine structures (including offshore structures) on the basis of the researches and inspection of the structure technical state. The developed expert diagnostic system is used for inspection of harbor structures of Primorye region by Hydrotex Ltd which have one of two licenses in Russian Far East on inspection of hydroengineering structures and also licenses on designing, repair and construction. Three officials of company have state certificates of port inspectors, The research directions of Hydrotex Ltd which associate the efforts of researchers from hydraulic engineering department of FESTU and researchers from other institutes (Zanegin et al., 1986; Bekker et al., 2000): e application of new technical means and know-how in field measurements (thickness measurer, cross-section liner, devices of non-destroying monitoring, defect test machines, means of videoobservation and digital photo etc.) with GIS processing; computer processing, storage and analysis of the field data with a help of CAD/CAM; formation of a database on marine structures for the information system and expert diagnostic systems (geographical, hydrometeorological, geological etc., cargo structure and turnover, characteristics of moorings, actual state); analysis of remote sensing of Far-Eastern coast (ice, temperature, salinity, steel and concrete wear etc.); Writing of reference literature for students and specialists on mentioned themes.",2001
Market globalization and technology transfer. How to promote and develop links in Romania,,SMALL FIRMS; INNOVATION; NETWORKS,"Market globalization is a vision and thought process as well as a structural process. Its impact is internal and external, and affects employees, customers and suppliers. Its fundamental percept is free flow of commerce, labour and capital, and belief in the ability of an individual to significantly and favourably impact larger and economic systems. This is a process that focuses a company's core competence on a single, worldwide market, creating growth and profit opportunities through synergies acid efficiencies in engineering, sales, purchasing and distribution. Globalization has a frenetic pace and is a dramatic force of worldwide supply and demand. Companies that adjust to its speed discover the force of change greatly in his favour, while those that cannot adjust, find that cannot escape or avoid the competitive forces created by this process. To be competitive in the context of economics globalization, companies need to be provided with the up-to-date technologies, and therefore innovation and technology transfer are strongly required to be at hand. Innovation-the creation of economic and social value through the development of new products and processes -needs to be embedded in all the segments of the economy, and the research results must be directed towards the market. Technology transfer - the transfer of the results of research from research community to the commercial sector - is the entry port of the new technologies to industry, and in doing this, it must overcome many obstacles before its outcomes can be successfully brought to market and be useful to economic and social life. As a factor that influences progress, technology transfer is one of the main drivers of economic growth in the giant economies. Innovation and technology transfer-the driving forces of radical transformation in business and economies worldwide-play a central role in pushing forward the planning for change among the research community, among policy makers and practitioners at national and regional level. Establishing priorities, laying out strategies, efficiently utilising research findings, and understanding the impact of economic globalization on science and technology, is essential elements for a successful global co-operation towards competitiveness. Sharing experiences, processes and methodologies are ideal vehicles for establishing transnational linkages as a catalyst for technology transfer partnerships between SMEs across borders. Technology transfer occurs in many ways-through the simple spoken word, through the physical transfer of a tangible product of research or through the relative complexity of intellectual property licensing programme, keeping professionals in the specific fields abreast of the latest developments. The globalization of Managerial Policy for Technology Transfer requires the achievement of a new balance between competition and co-operation. As far as Romanian enterprises are concerned, the interaction with the global market will help SMEs improve their competitiveness by assisting in the modernization of their operations, utilization of new technologies, and improvement of management, marketing, and business processes. As there is often a lack of well developed communication links with the industrial and commercial world, the report tries to deals with the concrete aspects on the promotion and the development of the links in Romania between research community and industry needs highlighting different mechanisms for technology commercialization in the context of market globalization.",2001
Statnamic load testing using water as reaction mass,,,"The following paper describes experiments performed in Hamilton, Canada, using water as reaction mass for Statnamic testing. These trial tests represented the first such tests performed in the world. These tests were performed in Lake Ontario, on a 323 mm diameter pipe pile driven in 8 m of water. The tests were performed using a 0.6 MN Statnamic device and hydraulic catching mechanism with a specially designed hanging structure from which a submerged steel container was used to contain a mass of water. The goal of the testing was to investigate the potential for using water to replace concrete and steel for use as reaction mass for Statnamic tests. This paper also describes Statnamic test results from the first two Statnamic testing contracts for the Port of Lake Charles, Lake Charles, Louisiana, USA. These jobs were performed by Applied Foundation Testing, Inc. of Green Cove Springs, Florida, USA. These tests were performed on square concrete piles, with test loads ranging From 4.0 MN to 5.0 MN. This paper also summarizes the theoretical research conducted by Middendorp and Courage in 1995, which influenced the design of the actual water reaction mass assemblies for the experimental, work of 1998.",2000
Extension of the Eastern breakwater in Malaga,,,"Dragados is participating in the construction of the 1200 m long eastern vertical breakwater for the Port of Malaga that will allow the future growth of this Spanish port. This job includes the following operations: dredging a trench down to a good foundation, dumping and filling the trench with 1.3 million cu.m, of mixed material protected by armour stone, levelling the mixed fill material in order to provide a flat support for the caissons, building, transporting and placing 30 concrete caissons of unusual size (42.65m x 21.12m x 21.5m.) and construction of the superstructure, including an internal edge beam. The new breakwater will be linked to the existing one by building a rubble mound breakwater and a wharf area prepared for port activities.",2000
Outline of new technical standard for port and harbour facilities in Japan,,,"Ministry of Transport in Japan newly notified the details of ministerial ordinance specifying standards for technology in port and harbour facilities in April 1999. Some new design concepts were introduced in the details for instance, a probabilistic approach as for the design of vertical breakwaters, a new method calculating minimum mass of armour stones and blocks on sloping breakwaters and protection blocks of composite breakwaters, seismic performance-based design for the structures with highest importance,seismic capacity design for wharf supported by vertical piles and application of limit state design to reinforced concrete members. On the other hand, the new technical standard for coastal protection facilities is being drawn up along with revision of Coastal Protection Act(enacted 1956).",2000
Large and small incrementally launched structures,,,"The technology for incrementally launched structures has been known for several decades. It had not been utilized in South Australia until a recent flurry of activity revealed that this method could be economically utilized for both small and large structures. Within 3 years, four structures of various sizes were constructed using the technique. A double-T prestressed concrete recreational jetty was incrementally launched at one of Adelaide's suburban beaches (Brighton Jetty). Twin single-cell prestressed concrete (PSC) box girders were incrementally launched over eight lanes of traffic at a busy signalized suburban road intersection without disruption to traffic (bridge over Port Wakefield Road). Two incrementally launched major bridges were constructed over the River Murray, Australia's longest river, The first structure consisted of steel girders composite with a reinforced concrete deck (Berri Bridge, 330 in long), and the other structure was a single PSC box girder (Blanchetown Bridge, 410 in long). All these structures are mentioned, but the focus is on the FISC box girder structures. Construction problems associated with the use of permanent bearings as launch bearings and the sensitivity of box girders to construction tolerances are discussed, and the lessons to be learned are presented. Finally, an unsuccessful attempt to monitor the long-term prestress of the Blanchetown Bridge using state-of-the-art optical fiber technology is discussed, including the reasons for its failure and possible improved future methodology.",2000
"Stability of concrete cubes in restoring horizontal composite breakwater at Mormugao Port, India",,,"The harbour has been formed by a breakwater in Mormugoa port has been constructed with a caisson formed by laterite concrete blocks placed on a rubble mound at low water level. The caisson sitting on the rubble mound experience forces due to severe waves and hence it is protected by wave breaker blocks on its seaward side, however, this solution was not satisfactory. Hence a detailed model investigation for strengthening the armour layer on the seaward side in order to protect the caisson against the onslaught of waves was carried out in a flume. The details of the modelling, experimental procedure and the results of the laboratory tests are presented and discussed in detail in this paper.",2000
