TI,DE,ID,AB,PY
Multi-storey wood buildings in a life cycle primary energy perspective,wood; life cycle; biofuels; energy; construction material,CONSTRUCTION,"For houses with low operational energy demand, the relative importance of the other life cycle phases is larger than in standard buildings. For such buildings the choice of material becomes more important. Studies have shown that buildings constructed with wood require less energy during the lifecycle, compared to other materials. We have compared the primary energy use for production and operation of a wood building and a concrete building, traditionally constructed, and a low-energy concrete building. We also evaluate the effects of energy efficiency measures applied to the wood building and of different energy supply systems. We show the importance of both material choice and energy supply systems when optimizing life-cycle energy use of buildings.",2008
"Intensive, integrated, Biomass-based material and energy systems: Swedish experience",biomass; construction materials; energy systems; forest management; biofuels,WOOD; BALANCES,"Sustainable development of the built environment requires the production of increased quantities of construction materials and energy services, produced within the constraints of natural systems. This paper presents recent findings from Sweden on the intensive use of renewable forest resources within integrated material and energy systems. Production of materials for wood-framed construction uses less primary energy than for comparable reinforced concrete construction. Multiple wood-based products can be co-produced from the forest biomass, increasing the efficiency of raw material use. Biomass by-products from the entire wood product chain, including forestry, wood processing, construction and demolition, can be recovered for use as biofuel. The biofuel energy available over the life cycle of a wood-framed building is greater than the primary energy used to produce the materials. Increasing forest management intensity gives greater energy returns on management energy inputs. Intensive production of forest biomass is maintained by closing nutrient cycles through application of wood ash and nitrogen fertiliser.",2008
Changes of natural environment in krakow downtown - Its chronology and directions. Case geoarchaeological studies of Krupnicza Street site,Wisla River valley; river deposits; made ground; pollen analysis; chemical and mineralogical analysis; radiocarbon dating; environmental changes,CENTRAL POLAND,"Sediments exposed in a construction excavation form a sequence: alluvial deposits > black soil > made ground. Peat-like deposits, organic muds and occasionally sand occur between the soil and the made ground. High aeolization of alluvial sediments allows relating their age to the Late Vistulian. The sediments were eroded and in the washout at first organic muds were deposited and subsequently sands. The lowest layer, radiocarbon-dated at 4510 +/- 60 uncal. years BP (Gd-12724), can be probably linked to climate moistening at the transition between the Holocene Atlantic and the Subboreal period. Pollen grains found in muds, black soil and peat-like deposits reflect the changes of local plant cover from dominated by pine woodlands ( at the transition between the Atlantic and the Subboreal period) to strongly deforested with single trees, meadows, small crop fields and gardens in the Medieval period. Palynological results describing the character of vegetation might have been influenced also by direct human activity on site, e. g. by storage of wood and branches ( then used as construction material or fuel), crops, fodder or waste. Microartefacts found in soil suggest metal processing in the vicinity during the Bronze Age. In the made ground, which has been accumulating since the 14th century, quartz, clay minerals and micas were identified together with fragments of bricks, concrete, ceramics, bones, slag, charcoal, organic matter, limestone fragments and metals. Horizons enriched in slag fragments are also high in metals: Fe, Mn and Pb, which reveal a twofold increase in metal processing activity.",2008
Experimental study on thermal strain creating in barrier sheet in waste landfill,barrier sheet; thermal strain measurement; model landfill site,,"Many types of barrier sheets are widely used in waste landfill in Japan. But these materials have high values of coefficient of thermal expansion comparing with other construction materials. This causes thermal stress in the barrier sheet when the circumstance temperature changes. Sometimes, it brings to serious problem such as tearing of sheet or failure of anchorage. So, it is very important to know how much the strain/stress is created due to the change of circumstance temperature. The authors constructed large model landfill site surrounding a bank with a height of 5m, and whole area of 1,600 m(2). Many types of barrier sheets, HDPE, LDPE, TPU and TPO were placed on the slope. Strain gages were pasted on the surface of the barrier sheets. Thermo-couples were also pasted to measure temperature of the barrier sheets. These data were automatically stored into the data-logger. Measurements were conducted for 2 years off and on. Measured strain level changed corresponding to the change of the temperature. The relationship between the temperature and the strain level of each barrier sheet were obtained. It is also measured in the corner and near the concrete structure. And it is found that strains are created isotropic even in the corner of the model landfill site.",2008
CROMSCI: development of a climbing robot with negative pressure adhesion for inspections,robotics; inspection; construction materials; adhesion,,"Purpose - The non-destructive inspection of large concrete walls (e.g. dams, bridge pylons) with autonomous systems is still an unsolved problem. One of the main difficulties is to develop a very flexible platform, which is able to move and inspect horizontal and vertical surfaces safely, and which is fast and cost-efficient. The purpose of this paper is to present a climbing robot designed with these attributes in mind. Design/methodology/approach - This paper presents the Climbing RObot with Multiple Sucking Chambers for Inspection, which is designed for inspection of concrete walls. The propulsion system consists of three omnidirectional-driven wheels for high maneuverability. The adhesion is performed by a vacuum system of seven controllable vacuum chambers and one large reservoir chamber. Pressure sensors and valves are integrated for controlling, which allows fast reaction on changing conditions. Findings - The comparison of simulated results and a simple prototype indicates that the developed physical model is exact enough to estimate the efficiency of the proposed adhesion mechanism. The propulsion system has been tested extensively and allows high maneuverability on reasonably flat ground. Originality/value - This paper introduces a climbing robot which will allow higher objectivity and reproducibility of inspections as well as safe working conditions for technicians. With such a machine one can check the building via remote control or semi-autonomously.",2008
Analysis of the environmental impact associated with the materials of construction used in the low cost houses of the program 10x10 With Roof-Chiapas of the CYTED,materials; environmental impact; housing; life cycle assessment,,"The objective of the present work is the analysis of the environmental impact of the construction materials used in the building of ten low cost houses constructed within the Program 10x10 With Roof-Chiapas, propose by the investigators of the lbero-American Program of Science and Technology for Development (CYTED), to verify if these technological proposals of roof are environmentally more sustainable than the constructive system of the roof most demanded in the central region of Chiapas. With the support of the environmental information provided in the database BEDEC PR/PCT of the Institute of the Construction of Catalonia (ITeC), and following the methodological pattern applied in the analysis of the environmental impact of the constructive materials in Lanzarote's island, there has been evaluated every constructive product of the above mentioned housings along their life cycle assessment (LCA), with the purpose of specifying the interaction of the products with the environment: the energy cost and emissions of CO, The obtained results show us that the technologies which material bases are the common brick and mortar, the concrete and the ferrocemento do not represent a significant saving in the employment of the quantities of materials in the roofs of arid, cement, steel and water, and in consequence, prove with similar environmental impacts to the reference housing. Using quantities of energy and generating emissions of CO, higher to the resultants in the construction of the roofs with wooden structures and ceramic tiles.",2008
Development of new construction materials for structural use,,,"This paper presents the development of new construction materials such as non-corrosive basalt rods and cables for replacement of steel in reinforced concrete and prestressed concrete structures, bacterial concrete for repair and rehabilitation, and durability enhancement, synthetic structural fiber reinforced concrete for use in bridges, pavements, and blast and earthquake resistant structures. Some successful construction examples of transportation structures built with synthetic (Polyolefin) structural fiber reinforced concrete are presented, and the benefits achieved are compared to the previously constructed concrete structures.",2008
Design for sustainable development of concrete construction,,,"The construction industry is now faced with two major challenges - an infrastructure crisis, and a sustainability problem. Both are worldwide issues, with tremendous implications not only for us but also for the lives of generations to come. The focus of this paper is to show that a holistic approach to the formulation and fabrication of concrete materials with emphasis on durability, ductility, environment and sustainability can lead to the development of a large number of eco-friendly and innovative cemented-based construction materials and structural systems for a wide range of applications in infrastructure regeneration and reconstruction. Quality of Life is the one single hope that all humanity wants and aspires, and a judicious combination of pozzolanic/cementitious materials, chemical admixtures, fillers, natural fibres and other appropriate constituents can meet the insatiable demand for basic infrastructure facilities, and at the same time, contribute to sustainable growth with the least damage to our environment.",2008
Study on the development of medium strength self-compacting concrete using fly ash,,,"Self-compacting concrete (SCC) is currently the trend setting construction material. Fresh self-compacting concrete flows into place and around obstructions under its own weight to fill the formwork completely and self-compact, without any segregation and blocking. An extensive laboratory investigation has shown that self-compacting concrete can be made with the available Indian materials. This investigation aims to develop medium strength SCC incorporating Indian fly ash. Limits to the proportion of materials for satisfactory self-compacting properties have been defined. Both polycarboxilic based superplasticiser and viscosity-modifying agent have been incorporated. Some durability study has been also performed.",2008
Flexural behavior of manufactured sand as fine aggregate for future construction,,,"Sand, as one of the most accessible natural resources, has been used since earliest days of civilization, mostly as a construction material. Sand operations are versatile and useful in terms of development potential. Increase in population has resulted in the ever increasing demand for sand and there fore shortages in and near urban and industrialized areas, which usually represent major markets, are expected to increase. Hence, in present scenario it is necessary to find the most suitable substitute for sand, which is easy to produce and has all the required qualities for use in concrete. Manufactured sand is one among such materials to replace river sand, which can be used as an alternative fine aggregate in mortars and concrete. The present investigation is intended to emphasize the use of manufactured sand as fine aggregate in place of natural sand in making structural grade concrete. To obtain the set objectives of the investigation, three grades of concrete viz; M25, M30 and M35 have been considered. The concrete mix cases of the above mentioned grades have been considered for both natural sand and manufactured sand respectively. An experimental study was undertaken to find out the effect of manufactured sand on properties of hardened concrete. A total of 12 RC beam specimens of size 150 mm x 230 mm x 1500 mm were cast for testing. The results have been compared for the specimens made with natural fine aggregate. The test results of these investigations have been found optimistic and quite encouraging. Further the results show that the reinforced concrete beams with manufactured sand concrete indicated higher ultimate moment carrying capacity than that of conventional concrete beams for the above grades of concrete.",2008
Enhancing Concrete Strength and Thermal Insulation Using Thermoset Plastic Waste,concrete; mortar; recycling; solid waste; strength; tests; thermal insulation; thermoset plastics,,"Structural concrete is the most frequently used construction material in the world because of its known advantageous characteristics. However, concrete has some limitations, such as its low tensile strength, low strength-to-weight ratio and moderate thermal insulation. Improving these characteristics was the aim of a laboratory-based investigation into the behavior of concrete made in the presence of ground melamine-formaldehyde (MF) thermosetting plastic waste as a sand replacement. The MF is a cross-linked thermoset polymer that cannot be recycled or reprocessed, presenting a serious solid waste disposal problem. The laboratory-based program included tests of tensile and compressive strengths, unit weight and thermal insulation characteristics. The tests were carried out on concrete and mortar with various water-to-cement (w/c) ratios, and sand was replaced by MF at different percentages that ranged from 0% to 60%. The results indicated that replacing sand with MF resulted in a lighter-weight concrete with improved characteristics. In general the strengths were increased as the percentage of MF was increased to reach maximum values at approximately 30% MF. In comparison with control specimens without MF, the strength/weight ratio of concrete was increased by up to 47% and the tensile strength of mortar was increased up to 16%. With regards to thermal insulation, a drop in temperature up to 30% was recorded in specimens with 60% MF. In conclusion, this investigation showed that the addition and reuse of MF in concrete mixes significantly improved the mechanical and thermal characteristics of concrete. This would be an effective approach when added to other protection methods of solid waste, as it addresses the specific waste of MF.",2008
"Structural reliability of the ""Palazzo della Civilta Italiana"" in Rome EUR",,,"The ""Palazzo della Civilta Italiana"" is a monumental building characterized by structural system made of reinforced concrete frames (cast in situ) and composite floors (reinforced concrete and hollow bricks), following a construction technology quite common in Italy. The floors are characterised by relatively large spans of about 10.0 meters. The construction took place between 1939 and 1943, presumably according to the construction code of the time published in 1939. The authors have coordinated a comprehensive experimental campaign aimed at the identification of the characteristics of the construction materials and members as well as the identification of possible damages. Based upon the experimental results a number of analytical and numerical investigations have been developed in order to identify the structural actions and deformations. Fortunate circumstances have allowed the authors to have at hand the original technical drawings of the structural designer. This has proved crucial in order to develop grounded reliability analysis for the building structure in its present state, which still sees the building in its ""original"" configuration (no substantial intervention of structural retrofit or rehabilitation have indeed been implemented so far). In order to assess the seismic risk of the building structure a specific hazard analysis (PSHA) was developed to obtain a more precise probabilistic characterization of the expected seismic action (than that suggested for new building construction). The two major reliability issues identified though the analysis are relate to: (a) the load bearing capacities of the floors (the live load of the original design are inferior to those required nowadays to guarantee a sufficiently ""flexible"" use of the spaces), and (b) the seismic vulnerability of the building original structure. The authors have developed simple (non invasive) structural solutions in order to bring the ""Palazzo"" to the level of structural safety required by current standards. The strengthening and retrofit design encompasses the use of seismic dampers to be inserted in a central ""light well"" (already present in the building) and of ""preloaded"" steel beams to be placed underneath the floors.",2008
Investigation of Performance of Superplasticizing Admixtures Used in Hungarian Building Industry,superplasticizing admixture; few table test; compressive strength,,"Concrete is the strongest candidate to be the most important construction material of the 21st century. This can be ensured by the continuous research and development of new materials and technologies regarding concrete construction. Properties of concrete can be expediently modified by adding special chemical materials called admixtures. In this research work effect of type and dosage of different superplasticizing admixtures available in Hungary were investigated in detail. :Standard test methods such as flow table test and compressive test were applied to obtain effectiveness of the admixtures. Regarding the examinations done in the course of the research, we refer to the regulations of the EU harmonized admixture standard currently valid in Hungary MSZ EN 934-2:2002. In connection to that we will precisely quote the requirements specified in the standard regarding superplasticizers and will also mention the main differences compared to the plasticizer additives. Types, properties and use of superplasticizers are introduced in detail, too. Experimental results are evaluated to rate the efficiency in compliance with the requirements of the standard.",2008
FIBER REINFORCED CONCRETE FOR SUSTAINABLE AND INTELLIGENT INFRASTRUCTURE,,WATER PERMEABILITY; CARBON,"Civil infrastructure around the world is in a state of Litter disrepair and significant efforts are needed on the part of all stakeholders to render Our failing infrastructure back to a serviceable and safe state. The root of the problem is at the apparent lack of durability in our construction materials, inability on part of the owners to provide timely maintenance, absence of advanced condition assessment tools and lack of long-lasting, cost effective repair materials and technologies. This paper will present data to support the argument that fiber reinforced concrete (FRC) is an ideal material for achieving these goals. The paper introduces a new class of bio-inspired FRCs carrying natural Cellulose fibers that are recyclable, biodegradable and highly sustainable. The paper also discusses fiber reinforced concrete materials carrying carbon fibers and carbon nano-tubes that possess sensing abilities. These smart materials can help us develop intelligent infrastructure with elegantly integrated sensing and health monitoring abilities.",2008
USE OF SUPERABSORBENT POLYMERS IN CONSTRUCTION MATERIALS,,,"This paper gives an overview of some of the possibilities which are offered by the use of superabsorbent polymers in construction. Superabsorbent polymers, SAP, have some distinct properties that make them interesting to use in connection with construction materials. These properties include extreme and reversible water absorption, porosity formation, water blocking and controlled release of substances. The overview does not cover all aspects of SAP use, but is focused on topics the author has been dealing with. In particular examples of SAP use within concrete construction are elaborated.",2008
Bamboo: Low cost and energy saving construction materials,,,"In order to use bamboo on a large scale as an engineering material, economically feasible, with a possible industrialization, it becomes necessary to study scientifically the plantation, harvesting, curing and treatment processes. After this initial stage, a complete statistical and probabilistic analysis of the physical, mechanical and micro-structural properties of whole bamboo culms of different species should be carried out. Since 1979, the research programs at PUC-Rio, supervised by the author, were mainly concerned with establishing the engineering properties of some of the existing bamboo in Brazil and creating new structural elements using bamboo for civil and rural construction. The present paper has as its main objective to present the physical and mechanical properties of whole bamboo culms in addition to determining the functionally graded composite properties using data processing imagine of the studied bamboo. The bamboo species studied were Dendrocalamus giganteus take from the PUC-Rio and Guadua angustifolia, take from the Botanical Garden of Rio de Janeiro, Guadua tagoara and Guadua angustifolia taken from of Guarulhos in the state of Sao Paulo and Phyllostachys heterocycla pubescens (Moso) and Phyllostachys bambusoides (Matake) from the city of Presidente Prudente in the state of Sao Paulo. A concise report about the structural elements such as bamboo space structure and different structural concrete elements reinforced with bamboo in addition to the several successful constructions built in Rio and Sao Paulo is given.",2008
Bamboo in construction,Bamboo; construction; durability; jointing,,"Bamboo is one of the oldest and most versatile building materials with many applications in the field of construction, particularly in developing countries. It is strong and lightweight and can often be used without processing or finishing. Bamboo constructions are easy to build, resilient to wind and even earthquake forces, and readily repairable in the event of damage. Associated products such as bamboo based panels and bamboo reinforced concrete also find applications in the construction process. In spite of these clear advantages, the use of bamboo has been largely restricted to temporary structures and lower grade buildings due to limited natural durability, difficulties in jointing, a lack of structural design data and exclusion from building codes. The diminishing wood resource and restrictions imposed on felling in natural forests, particularly in the tropics, have focused world attention on the need to identify a substitute material which should be renewable, environmentally friendly and widely available. In view of its rapid growth, a ready adaptability to most climatic and edaphic conditions and properties superior to most juvenile fast growing wood, bamboo emerges as a very suitable alternative. However, in order to exploit fully the potential of bamboo as a construction material, development effort should be directed at the key areas of preservation, jointing, structural design and codification.",2008
Environmental friendly reinforced retaining wall by using traditional stone masonry,,,"The ancient civil structures had been constructed by using natural resources such as soil, stone or timber. In modem structures, those construction materials have been replaced by artificial materials such as concrete, steel or plastic, and such change has contributed to rather speedier and larger scale construction. This paper introduces the newly developed reinforced retaining wall construction method which is expected to harmonize the surrounding ecology and also ensure the stability of structure itself with combination of conventional stone masonry and RC pre-cast reinforcement called Branch Reinforcing Method.",2008
Extensive concrete and shotcrete systems for the world's longest tunnel (Gotthard base tunnel-56km),,,"Concrete is one of the decisive construction materials, also for the AlpTransit Gotthard Tunnel. The client has many requirements, and many are the solution possibilities that concrete systems can offer. Cement producers and concrete admixture manufacturers have been challenged to design and test jointly concrete systems for cast and sprayed concrete. The testing operation followed the scenario laid out by the Gotthard AlpTransit Project management's instructions ""Testing system for concrete mixes."" Various supplier teams have applied for the concrete systems for sections Amsteg/Erstfeld, section Sedrun and/or sections Bodio/Faido and have also followed through with the tests. As was to be expected, the rate of failed mixes matched the level of the requirements. Thanks to this system, it was nevertheless possible to test complete concrete systems for all sections and to get them approved. The joint ventures tendering for the contracts were allowed to include only approved mix designs in their bids. Workability and durability are of paramount importance for cast and sprayed concrete mixes. Durability is influenced by the chosen mix design where binder concept and well-defined water content, i.e., impermeability, are determinant. Aggregates for AlpTransit are to be considered as given. The concrete mix design also determines workability. Because ambient conditions and also requirements with respect to workability are subjected to change, it is necessary that the mix designs include control measures. The choice and number of components for the concrete systems (cement, additives and admixtures) allow adaptation to changing conditions. For AlpTransit such adaptive measures must meet very strict requirements.",2008
Hemp and lime in sustainable construction,hemp; lime; sustainability; construction,,"Sustainability is the issue of our generation and is becoming a critical factor in the design, and construction Of buildings. When hemp is mixed with lime it produces a concrete like bio-composite, with the properties of good insulation, thermal inertia, hygroscopic performance and good vapour permeability. The combining of hemp shiv with a lime based binder results in the non-structural construction material often referred to as 'Hemcrete'. This is typically cast around a timber frame to provide an all in one wall structure. This solid, breathing wall is finished with permeable external cladding such as lime render. The physical properties of the building envelope include good insulation, high thermal inertia, air tightness and good acoustic properties. These buildings are comfortable to live in, offering warmth in the winter while remaining cool during summer. These properties provide a stable comfortable internal climate without the need for much heating Or cooling.",2008
Numerical assessment of saw-cutting: The influence on stress development and cracking,,,"Joints are placed in Jointed Plain Concrete Pavements (JPCP) to control random cracking that is caused by the residual stresses that develop due to thermal, hygral, or hydration effects. Although the concept behind the need for saw-cutting is relatively straightforward, determining the time and depth of the saw-cut can be complicated in practice. While saw-cutting is widely done in practice, it is usually based on non-scientific principles. This study used finite element analysis to simulate the effect of saw-cutting on the stress development and cracking behavior of concrete pavements. The interaction between the environmental conditions, properties of the constituent materials, mixture proportions, mechanical properties, and timing of construction operations was assessed in terms of the rate of concrete property development and stress development. This approach presents an exciting step forward that will enable concrete pavement construction practices to be optimized for a given series of construction materials and environmental conditions.",2008
"Heat Transfer Characteristics of Compound Wall from OSB, Low Density Strawboard and Gypsumboard",OSB; low density strawboard; heat transfer characteristics,,"The thermal transport properties of low density strawboard and the compound wall from Oriented Strandboard(OSB), Low Density Strawboard(LDSB) and Gypsumboard were tested. The unsteady heat transfer characteristic of the compound wall was analyzed with the method of Response Coefficient. The indoor environment of the build from the compound wall was investigated and compared with the house from common construction materials, so that the heat transfer characteristics and the energy-efficient performance of the compound wall can be evaluated. The results show that Low density strawboard is one kind of ideal heat insulation material for buildings. The compound wall has better performance to prevent the periodic thermal wave from propagating across the wall than the brick and the aerated concrete.",2008
BLAST FRAGMENTS PREDICTION - CURRENT APPROACHES AND CHALLENGES,Fragments; Blast; Probabilistic distribution; Empirical; Theoretical and numerical,HIGH-VELOCITY IMPACT; HIGH-STRAIN RATES; DYNAMIC FRAGMENTATION; BRITTLE MATERIALS; CONCRETE; FRACTURE; MODEL; ROCK; SIMULATION; FAILURE,"Debris generated from damaged structure components under blast loading imposes a great threat to occupants of building structures. The current practice in predicting blast induced debris is mainly based on empirical relations established using field blast test data. Because the inherent structural conditions such as dimensions, material properties, boundary conditions and surrounding environments vary from structure to structure and are usually different from the model structures tested in the field, these empirical relations do not necessarily give reliable predictions of blast debris in an explosion event. Many researchers have developed theoretical and numerical models to predict fragmentation process and fragment distributions of construction materials. The theoretical models are based primarily on the theory of continuum damage mechanics and/or fracture mechanics, and energy and momentum balance principles. The numerical models include finite element approach with interface constraints, discrete element model, meshfree model, lattice model and applied element method. Because the dynamic fragmentation process of construction materials such as masonry and concrete under blast loading is very complex, all these models have intrinsic difficulties for practical application to predict blast generated debris. This paper will conduct a review of the current methods, and discuss their advantages and disadvantages. The challenges to develop an efficient and reliable method to predict fragmentation process and fragment distribution will be outlined. Since fragmentation process depends on the dynamic material properties, commonly used material models for concrete and masonry will also be introduced. Finally, the recently developed models by the authors to predict concrete and masonry wall damage and probabilistic fragment distributions will be briefly discussed.",2008
Electromagnetic wave propagation into building constructions,electromagnetic wave propagation; finite difference time domain method; wireless communications; civil engineering materials,REINFORCED-CONCRETE STRUCTURES; MAXWELLS EQUATIONS; NUMERICAL-SOLUTION,"The paper presents the influence of three types of construction materials (bricks, prefabricated units, passive building) used in building engineering on the electromagnetic wave propagation. Analysis of both the propagation phenomena and the computational results can make it possible to subsequently plan the placements of wireless network transmitters used, among others, in cellular telephony, the internet, networks equipped with modems, routers and other similar devices. The purpose of the research is to optimize the transmitter placement process thus improving the quality of modem communication.",2008
HIGH PERFORMANCE PORTLAND METAKAOLIN CEMENT,metakaolin; portland composite cement; cementitious material; compressive strength; flexural strength,SILICA FUME; CONCRETE; MORTARS; DURABILITY; STRENGTH; SLAG,"At present, research and investigation work is underway to develop and put to work in practical application new materials with promising features in terms of energy content, environmental impact, and performance characteristics so as to comply with the requirements for modem construction materials. This paper investigated such high performance materials based on Portland cement, developed by using highly reactive metakaolin as an addition to the cementitious; matrix. The paper presents the results of the investigation in the laboratory regarding the method of. obtaining highly reactive metakaolin and Portland metakaolin cement sorts. Their characterisation in terms of the main physical and mechanical properties was also conducted.",2008
A new natural analogue study of the interaction of low-alkali cement leachates and the bentonite buffer of a radioactive waste repository,,SERPENTINIZATION; ORIGIN; OMAN,"Bentonite plays a significant barrier role in many radioactive waste repository designs, where it has been chosen due to its favourable properties such as plasticity, swelling capacity, colloid filtration, low hydraulic conductivity and its stability in relevant geological environments. However, bentonite is unstable at high pH meaning that it could lose its favourable properties if interacted with hyperalkaline leachates from concrete construction materials (e.g. tunnel liners, grouts, etc.), seals and plugs and/or cementitious wastes in a repository. This fact has forced several national programmes to assess alternative construction and sealing materials such as low alkali cements. Recently, it has been assumed that the lower pH (typically pH 10-11) leachates of such cements will degrade bentonite to a much lesser degree than 'standard' OPC-based cement leachates (generally with an initial pH>13). To date, few laboratory or in situ URL (underground rock laboratory) data are available to support the use of low alkali cements in conjunction with bentonites, partly because of the very slow kinetics involved. Consequently, a new project has focussed on finding an appropriate natural analogue site to provide long-term supporting data which will avoid the kinetic constraints of laboratory and URL experiments. Early results have identified an initial, very promising site at Mangatarem in the Philippines, where a quarry excavating bentonite and zeolites is found in the sedimentary carapace of the Zambales ophiolite. In the immediate vicinity of the quarry, ophiolite-derived hyperalkaline groundwaters are present and further field work (including geophysics surveys and borehole drilling) are now being planned to assess regional bentonite/hyperalkaline groundwater interaction. This paper presents an overview of the current status of the project and assesses the relevance of the study to improving understanding of low-alkali cement leachate/bentonite interaction.",2008
Present state of steel bars for prestressed concrete as civil engineering and construction materials,,,,2008
Use of recycled plastic in concrete: A review,,MUNICIPAL SOLID-WASTE; SCRAP; MANAGEMENT; PRODUCTS; POLYPROPYLENE; CONSTRUCTION; TECHNOLOGY; COMPOSITES; AGGREGATE; OPTIONS,"Numerous waste materials are generated from manufacturing processes, service industries and municipal solid wastes. The increasing awareness about the environment has tremendously contributed to the concerns related with disposal of the generated wastes. Solid waste management is one of the major environmental concerns in the world. With the scarcity of space for landfilling and due to its ever increasing cost, waste utilization has become an attractive alternative to disposal. Research is being carried out oil the utilization of waste products in concrete. Such waste products include discarded tires, plastic, glass, steel, burnt foundry sand, and coal combustion by-products (CCBs). Each of these waste products has provided a specific effect on the properties of fresh and hardened concrete. The use of waste products in concrete not only makes it economical, but also helps in reducing disposal problems. Reuse of bulky wastes is considered the best environmental alternative for solving the problem of disposal. One such waste is plastic, which could be used in various applications. However, efforts have also been made to explore its use in concrete/asphalt concrete. The development of new construction materials using recycled plastics is important to both the construction and the plastic recycling industries. This paper presents a detailed review about waste and recycled plastics, waste management options, and research published oil the effect of recycled plastic oil the fresh and hardened properties of concrete. The effect of recycled and waste plastic oil bulk density, air content, workability, compressive strength, splitting tensile strength, modulus of elasticity, impact resistance, permeability, and abrasion resistance is discussed in this paper. (C) 2007 Elsevier Ltd. All rights reserved.",2008
SIMULATION AND DIRECTING MEASURES IN WOOD UTILIZATION,energy consumption; sustainable development; simulation; wood utilization; directing measures,,"Contemporary energy consumption cannot have a stable structure over the long term. Average energy consumption in the EU in 2002 was at a level of 3,72 tons of oil equivalent per capita. In spite of the declaration of numerous programs of energy consumption reduction, total energy consumption has been increasing in the EU since the year 1992 by 2-3% every five years. One of the development programs in the sphere of construction looks to increasing the use of wood as a construction material. This deals with a range of wood uses for higher generation as substitution for steel constructions and the replacement of constructions with high energy consumption (concrete, reinforced concrete, brick, insulation materials etc.). The article deals with the creation of a model for strategic change assessment and its evaluation. On the basis of the described model different directing measures are proposed.",2008
Influence of thixotropy on pressures required during pumping of concrete,concrete; pumping; thixotropy,,"Concrete is a very popular construction material, which can be regarded as a suspension of solids of several orders of magnitude, suspended in water. From a rheological point of view, the fresh fluid concrete mostly obeys the Bingham law, showing a yield stress and a plastic viscosity. Due to the presence of cement, a permanent process of coagulation and dispersion occurs, causing the concrete to be thixotropic. This paper describes the influence of thixotropy on the measured pressure losses during high speed pumping. Apparently, the concrete becomes more fluid with increasing discharge, increasing the risk for the loss of internal stability, which can lead to a very low quality product.",2008
Prediction and measurement of the elastic modulus of the RCC: Case of the low cement proportioning,Roller Compacted Concrete (RCC); granular materials; Elasticity; Elastic modulus; models,,"The Roller Compacted Concrete (RCC), which is presented as an evolutionary technology for a large diversity of applications (Dams, roads...), is considered, like conventional concretes and other construction materials, as an elastic material. The RCC in pavement supports many stresses which involve deformations and reciprocally. The knowledge of the relation between strength and deformation, for a material such as the RCC, presents a capital interest for the structural design of rigid pavements. The authors treat, in this work the experimental evaluation and the estimation, through a model, of the Young's elastic modulus E of the RCC for pavement manufactured with low cement proportioning. This work includes experimental measurements of the elastic modulus E on standardized specimens prepared according to the method of the French National Project ""BaCaRa"". It contains also the comparison of the measured modulus with those estimated by the models.",2007
Analysis of microstructure and properties of autoclaved aerated concrete wall construction materials,autoclaved aerated concrete; microstructure; tobermorite,,"Microstructure analyses in non-autoclaved aerated concrete (Non-AAC) and autoclaved aerated concrete (AAC) were conducted using optical microscopic and scanning electron microscopic (SEM) methods, while their chemical analyses were also carried out using X-ray diffraction (XRD). Laboratory investigation including physiothermal properties and field tests using four lab-scale houses built with the Non-AAC and AAC blocks were also compared. It could be observed that the AAC exhibited properties superior to that of the Non-AAC. Interestingly, the AAC blocks could provide lower humidity accumulation than the Non-AAC blocks, resulting in possibility to prevent mold growth in such construction materials.",2007
Economic comparison of recycling over-ordered fresh concrete: A case study approach,benefit; cost; recycling; concrete; concrete reclaimer; construction,,"Recycling of construction material helps save the limited landfill space. Among various types of materials, concrete waste accounts of about 50% of the total waste generation. Current off-site practices for ready mixed concrete batching plant generate a significant quantity of fresh concrete waste through over-order from construction sites. The use of concrete reclaimer is one of the methods to reclaim these concrete wastes, which separates coarse aggregate, sand and cement from fresh concrete. Although there are some concrete producers in Hong Kong providing concrete reclaimers in their plants, they are only used to flush and dilute the cement slurry from the concrete, which will still be ultimately send all to dumping areas. The reluctance of most concrete producers in reclaiming aggregate from the concrete waste is due to its high cost of treatment and lack of space around the plant. Therefore, this paper puts forth a scheme of economical considerations in recycling over-ordered concrete by concrete reclaimer. A comparative study on costs and benefits between the current practices and the proposed recycling plan is examined. The study shows that the costs of the current practices in dumping over-ordered fresh concrete waste to landfill areas are double that of the proposed aggregate recycling plan. Therefore, the adoption of concrete reclaimer in recycling the over-ordered fresh concrete can provide a cost-effective method for the construction industry and help saving the environment. (C) 2007 Elsevier B.V. All rights reserved.",2007
Fiber reinforced concrete under high dynamic loading,,HIGH-STRAIN RATES; FRACTURE ENERGY; STRENGTH; TENSION,"High dynamic actions like high velocity impact loads and blast loads due to detonations usually represent exceptional or accidental loads against structures. But in the course of safety policy thoughts their consideration in structural engineering gains in importance. Besides the consideration in design of structural members, there is also a need for development and optimization of new construction materials against high dynamic loading. Thereby the addition of fibers to concrete has been proved as essential to secure adequate protection. Against this background the present article deals with the behavior of fiber reinforced concrete subjected to high dynamic loads. Starting with a brief description of basics, the Hopkinson-Bar-tests, which have been carried out to gain information concerning the dynamic characteristics of fiber reinforced concrete will be presented. Penetration tests on fiber reinforced concrete panels show an application of fiber reinforced concrete for protective structures.",2007
